Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.1.86-34.149.100.209-35344-443-6,192.168.1.86,35344,34.149.100.209,443,6,01/11/2023 10:31:19 AM,4433,2,2,77.0,0.0,46.0,31.0,38.5,10.606601717798211,0.0,0.0,0.0,0.0,17369.7270471464,902.3234829686442,1477.6666666666663,2556.7957159955768,4430.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1,0,0,0,64,64,451.1617414843221,451.1617414843221,0.0,46.0,24.6,23.276597689524987,541.8,2,0,0,2,4,0,0,0,1.0,30.75,38.5,0.0,0,0,0,0,0,0,0,0,0,0,501,265,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.86-34.117.65.55-56986-443-6,192.168.1.86,56986,34.117.65.55,443,6,01/11/2023 10:31:19 AM,39044,2,2,63.0,0.0,39.0,24.0,31.5,10.606601717798211,0.0,0.0,0.0,0.0,1613.5641839975412,102.4485196188915,13014.666666666668,22536.00178233338,39037.0,2.0,5.0,5.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,2.0,1,0,0,0,64,64,51.22425980944575,51.22425980944575,0.0,39.0,20.4,19.603571103245446,384.3,2,0,0,2,4,0,0,0,1.0,25.5,31.5,0.0,0,0,0,0,0,0,0,0,0,0,501,276,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.1-192.168.1.9-40408-8080-6,192.168.1.1,40408,192.168.1.9,8080,6,01/11/2023 10:31:17 AM,5240254,6,21,15149.0,271.0,14971.0,0.0,2524.833333333333,6097.767211583816,254.0,0.0,12.904761904761903,55.36596857448153,2942.605453857771,5.152422000918276,201548.2307692308,1019683.8502722032,5200865.0,0.0,39389.0,7877.8,15880.325774366218,36261.0,380.0,5239876.0,261993.8,1170032.1690811303,5232908.0,0.0,0,0,0,0,200,684,1.144982666870728,4.007439334047548,0.0,14971.0,550.7142857142858,2826.6936300750526,7990196.878306878,1,2,0,4,26,0,0,0,3.0,571.1111111111111,2524.833333333333,12.904761904761903,0,0,0,15420,4,2361047,6,15149,21,271,14600,2048,2,32,39389.0,0.0,39389.0,39389.0,5200865.0,0.0,5200865.0,5200865.0,DoS ICMP Flood,1
192.168.1.87-142.250.65.228-44024-80-6,192.168.1.87,44024,142.250.65.228,80,6,01/11/2023 10:31:22 AM,85311,5,4,79.0,1125.0,79.0,0.0,15.8,35.32987404449668,1125.0,0.0,281.25,562.5,14113.06865468697,105.49636037556704,10663.875,21867.24316308692,64405.0,3.0,81069.0,20267.25,35743.25131988788,73785.0,3.0,80718.0,26906.0,32478.00657367998,64405.0,7721.0,0,0,0,0,168,136,58.60908909753725,46.8872712780298,0.0,1125.0,120.39999999999996,353.852511648568,125211.59999999996,2,2,0,2,8,0,0,0,0.0,133.77777777777777,15.8,281.25,0,0,0,0,0,0,0,0,0,0,29200,256,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
54.161.152.147-192.168.1.9-443-63713-6,54.161.152.147,443,192.168.1.9,63713,6,01/11/2023 10:30:39 AM,44685838,3,5,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,4.8,10.73312629199899,0.5370829120402755,0.1790276373467585,6383691.142857144,7964583.821451217,15104094.0,2.0,30207274.0,15103637.0,650.5382386916237,15104097.0,15103177.0,44685834.0,11171458.5,7453464.566226479,15104097.0,2.0,0,0,0,0,96,160,0.0671353640050344,0.111892273341724,0.0,24.0,2.6666666666666665,8.0,64.0,1,0,0,1,8,0,0,0,1.0,3.0,0.0,4.8,0,0,0,0,0,0,1,0,1,8,484,2048,0,32,3.333333333333333,0.5773502691896257,4.0,3.0,14895275.333333334,360887.2246427315,15104094.0,14478559.0,DoS ICMP Flood,1
54.161.152.147-192.168.1.9-443-63713-6,54.161.152.147,443,192.168.1.9,63713,6,01/11/2023 10:31:24 AM,4,2,1,24.0,6.0,24.0,0.0,12.0,16.97056274847714,6.0,6.0,6.0,0.0,7500000.0,750000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,500000.0,250000.0,0.0,24.0,13.5,12.36931687685298,153.0,1,0,1,1,2,0,0,0,0.0,18.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,484,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.81-192.168.245.2-35774-80-6,192.168.1.81,35774,192.168.245.2,80,6,01/11/2023 10:31:20 AM,7142202,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600513679114648,2380734.0,1515265.80077919,4034483.0,1059020.0,7142202.0,2380734.0,1515265.80077919,4034483.0,1059020.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.5600513679114648,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.48-172.64.41.4-51938-443-6,192.168.1.48,51938,172.64.41.4,443,6,01/11/2023 10:31:30 AM,22002,2,1,39.0,39.0,39.0,0.0,19.5,27.577164466275352,39.0,39.0,39.0,0.0,3545.132260703572,136.35124079629125,11001.0,9181.074446926134,17493.0,4509.0,22002.0,22002.0,0.0,22002.0,22002.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,90.90082719752748,45.45041359876375,0.0,39.0,29.25,19.5,380.25,0,0,0,2,3,0,0,0,0.0,39.0,19.5,39.0,0,0,0,0,0,0,0,0,0,0,501,8,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.172-157.240.241.55-51521-443-6,192.168.1.172,51521,157.240.241.55,443,6,01/11/2023 10:30:39 AM,55950625,49,62,16208.0,39259.0,844.0,0.0,330.7755102040815,347.9537364666292,2870.0,0.0,633.2096774193549,911.145507393038,991.3562180940784,1.9838920476759645,508642.0454545457,1504833.4829832478,5015741.0,0.0,55950625.0,1165638.0208333335,2114221.567133916,5015741.0,0.0,55909128.0,916543.0819672132,1946109.8293678963,5050863.0,0.0,1,0,0,0,992,1240,0.8757721651902906,1.1081198824856735,0.0,2870.0,499.4107142857141,728.7978445786927,531146.2982625483,0,0,0,61,111,0,0,0,1.0,503.9099099099099,330.7755102040816,633.2096774193549,0,0,0,4622,8,61337,4,1473,5,3569,512,3769,47,20,70364.4,15981.972275730624,103632.0,57935.0,5004405.600000001,4959.771683812865,5015741.0,5001411.0,DoS ICMP Flood,1
192.168.1.43-54.163.146.218-48213-443-6,192.168.1.43,48213,54.163.146.218,443,6,01/11/2023 10:31:36 AM,34860,2,1,33.0,31.0,33.0,0.0,16.5,23.33452377915607,31.0,31.0,31.0,0.0,1835.915088927137,86.05851979345955,17430.0,9482.301935711605,24135.0,10725.0,34860.0,34860.0,0.0,34860.0,34860.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,57.37234652897303,28.68617326448652,0.0,33.0,24.25,16.194134740701646,262.25,0,0,0,2,3,0,0,0,0.0,32.333333333333336,16.5,31.0,0,0,0,0,0,0,0,0,0,0,1426,190,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.252-54.164.253.62-60069-443-6,192.168.1.252,60069,54.164.253.62,443,6,01/11/2023 10:31:34 AM,9329,2,1,35.0,31.0,35.0,0.0,17.5,24.748737341529164,31.0,31.0,31.0,0.0,7074.7132597277305,321.5778754421696,4664.5,6596.599161689302,9329.0,0.0,9329.0,9329.0,0.0,9329.0,9329.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,214.3852502947797,107.19262514738983,0.0,35.0,25.25,16.938614661968867,286.91666666666663,0,0,0,2,3,0,0,0,0.0,33.666666666666664,17.5,31.0,0,0,0,0,0,0,0,0,0,0,5684,16,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.48-198.252.206.25-42244-443-6,192.168.1.48,42244,198.252.206.25,443,6,01/11/2023 10:30:39 AM,48569494,8,5,156.0,140.0,39.0,0.0,19.5,20.846376869169102,35.0,0.0,28.0,15.652475842498529,6.094360381847915,0.2676577194730503,4047457.833333332,12381465.852049738,43224271.0,3.0,48569494.0,6938499.142857144,16051438.3602969,43224271.0,6760.0,48537996.0,12134499.0,20775594.88946663,43231243.0,3.0,1,0,0,0,256,160,0.1647124427526463,0.1029452767204039,0.0,39.0,23.92857142857143,18.58230873175338,345.30219780219784,0,0,0,8,13,0,0,0,0.0,25.76923076923077,19.5,28.0,0,0,0,0,0,0,2,52,1,46,501,62,3,32,2012516.0,0.0,2012516.0,2012516.0,43224271.0,0.0,43224271.0,43224271.0,DoS ICMP Flood,1
192.168.1.81-15.197.187.26-38944-443-6,192.168.1.81,38944,15.197.187.26,443,6,01/11/2023 10:30:40 AM,55067897,28,22,15353.0,15052.0,1118.0,0.0,548.3214285714287,558.3995021203493,4104.0,0.0,684.1818181818181,1045.268278908231,552.13657423671,0.90797002834519,1123834.6326530615,2040215.4643449904,4966026.0,122.0,55067897.0,2039551.740740741,2396949.266145287,4966026.0,4636.0,55063479.0,2622070.428571428,2460431.1974806483,5010600.0,216.0,1,0,0,0,896,704,0.5084632158733063,0.3995068124718836,0.0,4104.0,617.6470588235295,797.7844025431787,636459.9529411765,0,0,0,28,50,0,0,0,0.0,630.0,548.3214285714286,684.1818181818181,0,0,0,12211,7,10624,2,1395,2,1368,501,2016,13,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.172-162.254.193.102-50660-27030-6,192.168.1.172,50660,162.254.193.102,27030,6,01/11/2023 10:31:04 AM,27169282,2,2,118.0,0.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,4.34314016837103,0.1472250904532552,9056427.333333332,15563854.933608908,27028019.0,70286.0,27098996.0,27098996.0,0.0,27098996.0,27098996.0,27098305.0,27098305.0,0.0,27098305.0,27098305.0,1,0,0,0,40,40,0.0736125452266276,0.0736125452266276,0.0,59.0,35.4,32.315630892804805,1044.3000000000002,0,0,0,2,4,0,0,0,1.0,44.25,59.0,0.0,0,0,0,0,0,0,2,118,2,0,507,1023,1,20,70977.0,0.0,70977.0,70977.0,27028019.0,0.0,27028019.0,27028019.0,DoS ICMP Flood,1
192.168.1.182-10.210.192.108-60461-7680-6,192.168.1.182,60461,10.210.192.108,7680,6,01/11/2023 10:30:52 AM,15044730,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3323422886286427,3761182.5,3093486.078520532,8010587.0,1015264.0,15044730.0,3761182.5,3093486.078520532,8010587.0,1015264.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.3323422886286427,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,32,7034143.0,0.0,7034143.0,7034143.0,8010587.0,0.0,8010587.0,8010587.0,DoS ICMP Flood,1
192.168.1.7-54.230.163.16-41068-443-6,192.168.1.7,41068,54.230.163.16,443,6,01/11/2023 10:30:40 AM,4202,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.9638267491671,4202.0,0.0,4202.0,4202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,237.9819133745836,237.9819133745836,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,722,131,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.11-34.117.13.189-51290-443-6,192.168.1.11,51290,34.117.13.189,443,6,01/11/2023 10:30:47 AM,30269507,3,3,44.0,28.0,32.0,6.0,14.666666666666668,15.01110699893027,28.0,0.0,9.333333333333332,16.165807537309522,2.378631406187091,0.1982192838489242,6053901.4,13487073.524453308,30180288.0,3.0,30231016.0,15115508.0,21304816.19016696,30180288.0,50728.0,30225869.0,15112934.5,21362894.40563971,30218782.0,7087.0,1,0,0,0,60,60,0.0991096419244621,0.0991096419244621,0.0,32.0,14.85714285714286,15.049125904058032,226.47619047619048,0,0,0,2,6,0,0,0,1.0,17.333333333333332,14.666666666666666,9.333333333333334,0,0,0,0,0,0,3,44,3,28,4338,268,2,20,50728.0,0.0,50728.0,50728.0,30180288.0,0.0,30180288.0,30180288.0,DoS ICMP Flood,1
209.206.49.216-192.168.1.87-30001-47570-6,209.206.49.216,30001,192.168.1.87,47570,6,01/11/2023 10:30:44 AM,50077538,4,2,140.0,390.0,70.0,0.0,35.0,40.41451884327381,195.0,195.0,195.0,0.0,10.583587396009763,0.1198141969359596,10015507.6,22309046.32901461,49923089.0,1552.0,50077538.0,16692512.666666668,28778523.29139944,49923089.0,76725.0,50000616.0,50000616.0,0.0,50000616.0,50000616.0,1,0,0,0,128,64,0.0798761312906397,0.0399380656453198,0.0,195.0,85.71428571428571,80.9541316337309,6553.571428571428,0,0,0,4,6,0,0,0,0.0,100.0,35.0,195.0,0,0,0,0,0,0,4,140,2,390,63,1304,1,32,76725.0,0.0,76725.0,76725.0,49923089.0,0.0,49923089.0,49923089.0,DoS ICMP Flood,1
192.168.2.3-34.122.121.32-46996-80-6,192.168.2.3,46996,34.122.121.32,80,6,01/11/2023 10:31:11 AM,30124,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5883680786084,15062.0,21296.64203577644,30121.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,66.39224538573895,33.19612269286947,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,508,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
192.168.1.182-10.86.124.247-60463-7680-6,192.168.1.182,60463,10.86.124.247,7680,6,01/11/2023 10:30:52 AM,15042700,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33238713794731,3760675.0,3094089.1936532794,8010590.0,1013234.0,15042700.0,3760675.0,3094089.1936532794,8010590.0,1013234.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.33238713794731,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,32,7032110.0,0.0,7032110.0,7032110.0,8010590.0,0.0,8010590.0,8010590.0,DoS ICMP Flood,1
209.206.49.216-192.168.1.87-30001-47566-6,209.206.49.216,30001,192.168.1.87,47566,6,01/11/2023 10:30:49 AM,77336,2,1,70.0,195.0,70.0,0.0,35.0,49.49747468305833,195.0,195.0,195.0,0.0,3426.605979104169,38.79176580117927,38668.0,51638.5940164912,75182.0,2154.0,77336.0,77336.0,0.0,77336.0,77336.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,25.86117720078618,12.93058860039309,0.0,195.0,83.75,81.17624857883821,6589.583333333333,0,0,0,2,3,0,0,0,0.0,111.66666666666669,35.0,195.0,0,0,0,0,0,0,0,0,0,0,1232,274,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS ICMP Flood,1
18.197.213.150-192.168.1.9-80-55704-6,18.197.213.150,80,192.168.1.9,55704,6,01/11/2023 10:30:51 AM,45312385,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765521722151681,6473197.857142857,8073405.765612189,15107822.0,3.0,45312382.0,15104127.333333334,3867.857977399549,15107826.0,15100110.0,45312381.0,15104127.0,3718.669520137545,15107825.0,15100388.0,0,0,0,0,128,128,0.088276086107584,0.088276086107584,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,442,2048,0,32,96.0,160.21547990128795,281.0,3.0,15104031.333333334,3859.236496165185,15107822.0,15100107.0,DoS ICMP Flood,1
