Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
34.117.65.55-192.168.1.185-443-41024-6,34.117.65.55,443,192.168.1.185,41024,6,01/11/2023 12:44:33 PM,38278,2,2,24.0,28.0,24.0,0.0,12.0,16.97056274847714,28.0,0.0,14.0,19.79898987322333,1358.4826793458385,104.49866764198757,12759.333333333334,22098.947584293088,38277.0,0.0,38278.0,38278.0,0.0,38278.0,38278.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,64,52.24933382099378,52.24933382099378,0.0,28.0,15.2,13.971399357258385,195.2,0,0,0,2,4,0,0,0,1.0,19.0,12.0,14.0,0,0,0,0,0,0,0,0,0,0,285,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.2.3-35.224.170.84-49492-80-6,192.168.2.3,49492,35.224.170.84,80,6,01/11/2023 12:44:16 PM,43395,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1323885240235,21697.5,30682.07034246548,43393.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,46.08825901601567,23.044129508007835,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,506,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.9-192.168.1.1-8080-40691-6,192.168.1.9,8080,192.168.1.1,40691,6,01/11/2023 12:43:46 PM,45092198,4,4,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.532242850525938,0.177414283508646,6441742.571428571,8034287.599758008,15068620.0,1.0,45092196.0,15030732.0,34870.214782820025,15068622.0,14999989.0,45092196.0,15030732.0,34869.56901081515,15068621.0,14999989.0,0,0,0,0,80,128,0.088707141754323,0.088707141754323,0.0,6.0,3.333333333333333,3.1622776601683795,10.0,0,0,0,0,8,0,0,0,1.0,3.75,6.0,0.0,0,0,0,0,0,0,1,8,1,0,2048,123,3,20,1.6666666666666667,0.5773502691896257,2.0,1.0,15030730.333333334,34870.112307437914,15068620.0,14999987.0,DoS DNS Flood,1
192.168.1.183-100.21.156.247-57659-8886-6,192.168.1.183,57659,100.21.156.247,8886,6,01/11/2023 12:44:36 PM,308181,2,1,75.0,69.0,69.0,6.0,37.5,44.54772721475249,69.0,69.0,69.0,0.0,467.2578776757815,9.734539118245449,154090.5,88671.89746757425,216791.0,91390.0,308181.0,308181.0,0.0,308181.0,308181.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,6.489692745496964,3.244846372748482,6.0,69.0,53.25,31.5,992.25,0,0,0,2,3,0,0,0,0.0,71.0,37.5,69.0,0,0,0,0,0,0,0,0,0,0,4380,65535,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.252-54.164.253.62-60069-443-6,192.168.1.252,60069,54.164.253.62,443,6,01/11/2023 12:43:41 PM,9306,2,1,35.0,31.0,35.0,0.0,17.5,24.748737341529164,31.0,31.0,31.0,0.0,7092.198581560284,322.3726627981947,4653.0,6577.507278597265,9304.0,2.0,9306.0,9306.0,0.0,9306.0,9306.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,214.9151085321298,107.4575542660649,0.0,35.0,25.25,16.938614661968867,286.91666666666663,0,0,0,2,3,0,0,0,0.0,33.666666666666664,17.5,31.0,0,0,0,0,0,0,0,0,0,0,5684,16,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.172-162.254.193.102-50660-27030-6,192.168.1.172,50660,162.254.193.102,27030,6,01/11/2023 12:43:51 PM,27150437,2,2,118.0,0.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,4.346154723034476,0.1473272787469314,9050145.666666668,15552916.743479673,27009107.0,70348.0,27080089.0,27080089.0,0.0,27080089.0,27080089.0,27079455.0,27079455.0,0.0,27079455.0,27079455.0,1,0,0,0,40,40,0.0736636393734657,0.0736636393734657,0.0,59.0,35.4,32.315630892804805,1044.3000000000002,0,0,0,2,4,0,0,0,1.0,44.25,59.0,0.0,0,0,0,0,0,0,2,118,2,0,512,1022,1,20,70982.0,0.0,70982.0,70982.0,27009107.0,0.0,27009107.0,27009107.0,DoS DNS Flood,1
192.168.1.89-52.3.24.245-54352-443-6,192.168.1.89,54352,52.3.24.245,443,6,01/11/2023 12:43:49 PM,99155,2,1,31.0,31.0,31.0,0.0,15.5,21.920310216782973,31.0,31.0,31.0,0.0,625.2836468155917,30.2556603297867,49577.5,56309.034306228335,89394.0,9761.0,99155.0,99155.0,0.0,99155.0,99155.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,20.1704402198578,10.0852201099289,0.0,31.0,23.25,15.5,240.25,0,0,0,2,3,0,0,0,0.0,31.0,15.5,31.0,0,0,0,0,0,0,0,0,0,0,2890,120,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.176-20.189.173.4-49917-443-6,192.168.1.176,49917,20.189.173.4,443,6,01/11/2023 12:43:38 PM,56865293,81,87,107143.0,13127.0,4125.0,6.0,1322.7530864197531,1133.7566486118635,424.0,0.0,150.8850574712644,203.9718645262395,2114.998334748754,2.9543503802925977,340510.7365269461,661852.1860485582,3267527.0,0.0,56865293.0,710816.1625000002,888453.1699408588,3267527.0,0.0,54234205.0,630630.2906976744,794754.4524707561,3403212.0,1.0,0,0,0,0,1620,1740,1.4244189333553596,1.529931446937238,0.0,4125.0,711.6923076923078,989.5743854232052,979257.4642857144,0,0,0,101,168,0,0,0,1.0,715.9285714285714,1322.7530864197531,150.88505747126436,0,0,0,6036,5,12244,3,3968,3,486,256,16387,80,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.9-192.168.1.1-8080-40692-6,192.168.1.9,8080,192.168.1.1,40692,6,01/11/2023 12:43:45 PM,45010340,4,4,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5332108133375576,0.1777369377791858,6430048.571428571,8019678.572325782,15012074.0,1.0,45010338.0,15003446.0,7525.078338462664,15012076.0,14998254.0,45010338.0,15003446.0,7524.276510070586,15012075.0,14998254.0,0,0,0,0,80,128,0.0888684688895929,0.0888684688895929,0.0,6.0,3.333333333333333,3.1622776601683795,10.0,0,0,0,0,8,0,0,0,1.0,3.75,6.0,0.0,0,0,0,0,0,0,1,8,1,0,2048,123,3,20,1.6666666666666667,0.5773502691896257,2.0,1.0,15003444.333333334,7524.849920984027,15012074.0,14998252.0,DoS DNS Flood,1
192.168.1.1-192.168.1.9-40699-8080-6,192.168.1.1,40699,192.168.1.9,8080,6,01/11/2023 12:44:02 PM,30077725,3,2,0.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.3989663446952853,0.1662359769563688,7519431.25,8682697.679777998,15053894.0,2.0,30077725.0,15038862.5,21260.579589935925,15053896.0,15023829.0,15023829.0,15023829.0,0.0,15023829.0,15023829.0,0,0,0,0,96,40,0.0997415861738213,0.0664943907825475,0.0,6.0,2.0,3.0983866769659336,9.6,0,0,0,0,5,0,0,0,0.0,2.4,0.0,6.0,0,0,0,0,0,0,1,0,1,6,123,2048,0,32,2.0,0.0,2.0,2.0,15038860.5,21260.579589935925,15053894.0,15023827.0,DoS DNS Flood,1
192.168.1.20-35.224.170.84-46988-80-6,192.168.1.20,46988,35.224.170.84,80,6,01/11/2023 12:44:01 PM,46701,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.23845313804844,23350.5,28996.32777611676,43854.0,2847.0,2847.0,2847.0,0.0,2847.0,2847.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,42.825635425365626,21.412817712682813,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,508,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.48-162.159.61.4-34982-443-6,192.168.1.48,34982,162.159.61.4,443,6,01/11/2023 12:43:50 PM,8397,2,1,39.0,39.0,39.0,0.0,19.5,27.577164466275352,39.0,39.0,39.0,0.0,9289.031797070382,357.27045373347624,4198.5,589.0199487283941,4615.0,3782.0,8397.0,8397.0,0.0,8397.0,8397.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,238.18030248898413,119.09015124449208,0.0,39.0,29.25,19.5,380.25,0,0,0,2,3,0,0,0,0.0,39.0,19.5,39.0,0,0,0,0,0,0,0,0,0,0,501,8,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
52.182.141.63-192.168.1.176-443-49895-6,52.182.141.63,443,192.168.1.176,49895,6,01/11/2023 12:43:38 PM,60007514,18,21,4226.0,8164.0,423.0,0.0,234.77777777777777,216.0799295346804,770.0,6.0,388.7619047619048,319.60630543872327,206.4741425548807,0.6499186085262589,1579145.1052631575,2665107.106662733,9766802.0,1.0,60007514.0,3529853.764705882,3114806.531947581,9870441.0,307006.0,54272924.0,2713646.2,3239444.9182779444,9766802.0,1.0,0,0,0,0,360,420,0.2999624347044272,0.3499561738218317,0.0,770.0,309.75000000000006,284.8716985159891,81151.88461538461,0,0,0,24,39,0,0,0,1.0,317.6923076923077,234.77777777777777,388.7619047619048,0,0,0,1588,4,2510,1,352,1,680,16382,258,10,20,2438806.6666666665,1794051.7223370865,5508904.0,709818.0,7029536.666666666,1777352.962710521,9766802.0,5209360.0,DoS DNS Flood,1
192.168.1.9-142.251.16.188-57649-5228-6,192.168.1.9,57649,142.251.16.188,5228,6,01/11/2023 12:44:02 PM,9586,1,1,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,625.912789484665,208.6375964948884,9586.0,0.0,9586.0,9586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,104.31879824744418,104.31879824744418,0.0,6.0,4.0,3.4641016151377544,12.0,0,0,0,0,2,0,0,0,1.0,6.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,2048,265,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.9-192.168.1.1-8080-40693-6,192.168.1.9,8080,192.168.1.1,40693,6,01/11/2023 12:43:43 PM,45533102,4,4,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5270890614920108,0.1756963538306702,6504728.857142857,8113871.962423641,15438647.0,1.0,45533100.0,15177700.0,226287.44433352904,15438649.0,15035597.0,45533100.0,15177700.0,226287.4957239132,15438649.0,15035596.0,0,0,0,0,80,128,0.0878481769153351,0.0878481769153351,0.0,6.0,3.333333333333333,3.1622776601683795,10.0,0,0,0,0,8,0,0,0,1.0,3.75,6.0,0.0,0,0,0,0,0,0,1,8,1,0,2048,123,3,20,1.6666666666666667,0.5773502691896257,2.0,1.0,15177698.333333334,226287.18173447944,15438647.0,15035595.0,DoS DNS Flood,1
192.168.1.11-34.117.13.189-51290-443-6,192.168.1.11,51290,34.117.13.189,443,6,01/11/2023 12:43:47 PM,30118142,2,2,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3984309523475917,0.1328103174491972,10039380.666666668,17321851.570679743,30040932.0,38427.0,30079359.0,30079359.0,0.0,30079359.0,30079359.0,30079715.0,30079715.0,0.0,30079715.0,30079715.0,0,0,0,0,40,40,0.0664051587245986,0.0664051587245986,0.0,6.0,3.6,3.286335345030997,10.8,0,0,0,0,4,0,0,0,1.0,4.5,6.0,0.0,0,0,0,0,0,0,2,12,2,0,4338,268,1,20,38427.0,0.0,38427.0,38427.0,30040932.0,0.0,30040932.0,30040932.0,DoS DNS Flood,1
209.206.49.216-192.168.1.87-30001-47570-6,209.206.49.216,30001,192.168.1.87,47570,6,01/11/2023 12:44:22 PM,77325,2,1,70.0,195.0,70.0,0.0,35.0,49.49747468305833,195.0,195.0,195.0,0.0,3427.093436792757,38.79728419010669,38662.5,51852.84737119071,75328.0,1997.0,77325.0,77325.0,0.0,77325.0,77325.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,25.864856126737795,12.932428063368896,0.0,195.0,83.75,81.17624857883821,6589.583333333333,0,0,0,2,3,0,0,0,0.0,111.66666666666669,35.0,195.0,0,0,0,0,0,0,0,0,0,0,63,1304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.2.4-185.125.190.49-46250-80-6,192.168.2.4,46250,185.125.190.49,80,6,01/11/2023 12:43:43 PM,83798,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80037709730543,41899.0,59251.30562274556,83796.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,23.866918064870283,11.933459032435142,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,509,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
209.206.49.216-192.168.1.87-30001-47566-6,209.206.49.216,30001,192.168.1.87,47566,6,01/11/2023 12:44:12 PM,77053,2,1,70.0,195.0,70.0,0.0,35.0,49.49747468305833,195.0,195.0,195.0,0.0,3439.1912060529767,38.93424006852426,38526.5,51895.27377806191,75222.0,1831.0,77053.0,77053.0,0.0,77053.0,77053.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,25.956160045682843,12.97808002284142,0.0,195.0,83.75,81.17624857883821,6589.583333333333,0,0,0,2,3,0,0,0,0.0,111.66666666666669,35.0,195.0,0,0,0,0,0,0,0,0,0,0,1232,274,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
18.197.213.150-192.168.1.9-80-55704-6,18.197.213.150,80,192.168.1.9,55704,6,01/11/2023 12:44:02 PM,30212220,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1985951379938316,6042444.0,8273806.1241154,15105979.0,2.0,30212218.0,15106109.0,278.6000717874997,15106306.0,15105912.0,30211893.0,15105946.5,48.79036790187178,15105981.0,15105912.0,0,0,0,0,96,96,0.0992975689969158,0.0992975689969158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,442,2048,0,32,164.5,229.80970388562795,327.0,2.0,15105944.5,48.79036790187178,15105979.0,15105910.0,DoS DNS Flood,1
209.206.49.216-192.168.1.87-30001-47579-6,209.206.49.216,30001,192.168.1.87,47579,6,01/11/2023 12:44:21 PM,76648,2,1,70.0,195.0,70.0,0.0,35.0,49.49747468305833,195.0,195.0,195.0,0.0,3457.363531990398,39.139964513098846,38324.0,52566.31811340794,75494.0,1154.0,76648.0,76648.0,0.0,76648.0,76648.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,26.09330967539923,13.046654837699617,0.0,195.0,83.75,81.17624857883821,6589.583333333333,0,0,0,2,3,0,0,0,0.0,111.66666666666669,35.0,195.0,0,0,0,0,0,0,0,0,0,0,1232,274,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS DNS Flood,1
192.168.1.9-192.168.1.1-8080-40694-6,192.168.1.9,8080,192.168.1.1,40694,6,01/11/2023 12:43:40 PM,45394811,4,4,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5286947884858471,0.176231596161949,6484973.0,8089045.56313061,15367796.0,2.0,45394809.0,15131603.0,204970.656316947,15367798.0,15000394.0,45394809.0,15131603.0,204970.656316947,15367798.0,15000394.0,0,0,0,0,80,128,0.0881157980809745,0.0881157980809745,0.0,6.0,3.333333333333333,3.1622776601683795,10.0,0,0,0,0,8,0,0,0,1.0,3.75,6.0,0.0,0,0,0,0,0,0,1,8,1,0,2048,123,3,20,2.0,0.0,2.0,2.0,15131601.0,204970.656316947,15367796.0,15000392.0,DoS DNS Flood,1
