Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.1.172-31.13.71.51-59572-443-6,192.168.1.172,59572,31.13.71.51,443,6,01/11/2023 12:10:06 PM,2,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,2,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.1-192.168.1.9-40625-8080-6,192.168.1.1,40625,192.168.1.9,8080,6,01/11/2023 12:10:00 PM,6005967,7,21,14841.0,271.0,7423.0,0.0,2120.1428571428573,3561.019817813029,254.0,0.0,12.904761904761903,55.36596857448153,2516.1643412293142,4.662030277555638,222443.22222222225,1147136.9314989697,5962272.0,0.0,43695.0,7282.5,16048.200344586929,39993.0,123.0,6005687.0,300284.35,1341114.989448951,5998049.0,0.0,0,0,0,0,232,684,1.1655075693889094,3.496522708166728,0.0,7423.0,521.1034482758619,1887.364968582002,3562146.524630541,1,2,0,4,27,0,0,0,3.0,539.7142857142857,2120.1428571428573,12.904761904761903,0,0,0,15112,5,2120684,7,14841,21,271,14600,2048,3,32,43695.0,0.0,43695.0,43695.0,5962272.0,0.0,5962272.0,5962272.0,DoS UDP Flood,1
192.168.1.172-157.240.241.20-59768-443-6,192.168.1.172,59768,157.240.241.20,443,6,01/11/2023 12:10:14 PM,64779,6,9,813.0,3285.0,499.0,0.0,135.5,192.7503566793068,1380.0,0.0,365.0,589.759060973208,63261.24206918909,231.5565229472514,4627.071428571428,7231.044157650408,28457.0,1.0,36319.0,7263.8,3356.216128320701,11195.0,2234.0,60772.0,7596.500000000001,11681.161781750505,32055.0,1.0,0,0,0,0,132,192,92.62260917890056,138.93391376835083,0.0,1380.0,256.125,463.88761210735805,215191.71666666667,1,2,0,8,14,0,0,0,1.0,273.2,135.5,365.0,0,0,0,4098,11,76479,0,0,0,0,64240,265,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.172-157.240.241.20-59768-443-6,192.168.1.172,59768,157.240.241.20,443,6,01/11/2023 12:10:14 PM,3,3,0,43.0,0.0,31.0,6.0,14.333333333333332,14.433756729740644,0.0,0.0,0.0,0.0,14333333.333333332,1000000.0,1.5,0.7071067811865476,2.0,1.0,3.0,1.5,0.7071067811865476,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1000000.0,0.0,6.0,31.0,12.25,12.5,156.25,0,0,1,1,3,0,0,0,0.0,16.333333333333332,14.333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,511,0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.81-44.194.254.66-43596-443-6,192.168.1.81,43596,44.194.254.66,443,6,01/11/2023 12:10:05 PM,15682193,11,10,1150.0,7099.0,517.0,0.0,104.54545454545456,197.60433377654635,1515.0,0.0,709.9000000000001,715.9018321902336,526.0106159897407,1.3390984283894478,784109.65,3485452.847401646,15592107.0,1.0,15671334.0,1567133.4,4927888.129739311,15592107.0,1.0,15671089.0,1741232.111111111,5198444.113756236,15603706.0,1.0,0,0,0,0,360,328,0.7014325101087584,0.6376659182806894,0.0,1515.0,374.9545454545455,580.2265959066359,336662.9025974025,1,2,0,7,20,0,0,0,0.0,392.8095238095238,104.54545454545456,709.9,0,0,0,8218,9,124598,11,1150,10,7099,64240,114,4,32,79227.0,0.0,79227.0,79227.0,15592107.0,0.0,15592107.0,15592107.0,DoS UDP Flood,1
192.168.1.9-192.168.1.1-8080-40616-6,192.168.1.9,8080,192.168.1.1,40616,6,01/11/2023 12:09:45 PM,41140728,3,4,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.4375226417967129,0.170147694032055,6856788.0,7651653.813040629,15091748.0,1.0,30090749.0,15045374.5,65583.4468482711,15091749.0,14999000.0,41140727.0,13713575.666666666,2307210.569164708,15091767.0,11049977.0,0,0,0,0,60,128,0.0729204402994521,0.0972272537326028,0.0,6.0,3.0,3.2071349029490928,10.285714285714286,1,0,0,0,7,0,0,0,1.0,3.4285714285714284,6.0,0.0,0,0,0,0,0,0,1,6,1,0,2048,123,2,20,7.333333333333334,10.11599393699568,19.0,1.0,13713568.666666666,2307204.337314823,15091748.0,11049977.0,DoS UDP Flood,1
192.168.1.1-192.168.1.9-40626-8080-6,192.168.1.1,40626,192.168.1.9,8080,6,01/11/2023 12:10:26 PM,5841127,6,19,14530.0,271.0,14352.0,0.0,2421.6666666666665,5845.07949190314,254.0,0.0,14.263157894736842,58.185376270123975,2533.928812025488,4.279995966531801,243380.2916666667,1183119.914543947,5797855.0,0.0,43272.0,8654.4,17353.717045636073,39633.0,210.0,5840918.0,324495.44444444444,1374754.9709888294,5833052.0,0.0,0,0,0,0,200,620,1.0271990319676323,3.2527969345641687,0.0,14352.0,569.269230769231,2811.765560037925,7906025.564615386,1,2,0,4,24,0,0,0,3.0,592.04,2421.6666666666665,14.263157894736842,0,0,0,14801,4,1940605,6,14530,19,271,14600,2048,2,32,43272.0,0.0,43272.0,43272.0,5797855.0,0.0,5797855.0,5797855.0,DoS UDP Flood,1
192.168.1.81-15.197.187.26-46228-443-6,192.168.1.81,46228,15.197.187.26,443,6,01/11/2023 12:09:41 PM,55067434,28,20,15353.0,15052.0,1118.0,0.0,548.3214285714286,558.3995021203493,7577.0,0.0,752.6,1629.0270715982592,552.14121653099,0.8716585559443355,1171647.5319148933,2099944.133154104,4970307.0,262.0,55067434.0,2039534.5925925924,2442128.6874925205,4970307.0,16779.0,55022219.0,2895906.263157895,2490505.852637056,5010388.0,2549.0,1,0,0,0,896,640,0.5084674909675291,0.3631910649768064,0.0,7577.0,642.857142857143,1113.6956496278503,1240317.9999999998,0,0,0,28,48,0,0,0,0.0,656.25,548.3214285714286,752.6,0,0,0,12211,6,29100,2,1395,1,1368,501,2016,13,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.102-52.159.127.243-54821-443-6,192.168.1.102,54821,52.159.127.243,443,6,01/11/2023 12:09:40 PM,78953,2,1,105.0,169.0,99.0,6.0,52.5,65.76093065034893,169.0,169.0,169.0,0.0,3470.4191101034794,37.99728952668043,39476.5,18200.221440960548,52346.0,26607.0,78953.0,78953.0,0.0,78953.0,78953.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,25.33152635112029,12.665763175560144,6.0,169.0,93.25,66.87488317746805,4472.249999999999,0,0,0,2,3,0,0,0,0.0,124.33333333333331,52.5,169.0,0,0,0,0,0,0,0,0,0,0,512,7231,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.48-34.107.221.82-56962-80-6,192.168.1.48,56962,34.107.221.82,80,6,01/11/2023 12:09:38 PM,50962486,7,6,301.0,298.0,301.0,0.0,43.00000000000001,113.7673063757774,298.0,0.0,49.66666666666667,121.65799055823118,11.75374372435442,0.2550895966888271,4246873.833333333,5206616.878166576,10204674.0,5753.0,50923974.0,8487329.0,4136736.77054956,10243368.0,44878.0,50923361.0,10184672.2,76591.25884329098,10243571.0,10095380.0,1,0,0,0,224,192,0.1373559366785992,0.1177336600102279,0.0,301.0,64.28571428571429,127.74640056433236,16319.142857142857,0,0,0,2,13,0,0,0,0.0,69.23076923076923,43.0,49.66666666666666,0,0,0,0,0,0,1,60,1,59,501,294,0,32,39892.8,2791.7245028834777,44878.0,38487.0,10144902.0,78256.70712469329,10204674.0,10051140.0,DoS UDP Flood,1
192.168.1.9-142.251.16.188-57649-5228-6,192.168.1.9,57649,142.251.16.188,5228,6,01/11/2023 12:10:17 PM,9318,1,1,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,643.915003219575,214.63833440652505,9318.0,0.0,9318.0,9318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,107.31916720326252,107.31916720326252,0.0,6.0,4.0,3.4641016151377544,12.0,0,0,0,0,2,0,0,0,1.0,6.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,2048,265,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.14-52.45.245.204-52433-443-6,192.168.1.14,52433,52.45.245.204,443,6,01/11/2023 12:09:56 PM,101940,2,1,107.0,85.0,101.0,6.0,53.5,67.17514421272202,85.0,85.0,85.0,0.0,1883.460859329017,29.42907592701589,50970.0,57705.57019907177,91774.0,10166.0,101940.0,101940.0,0.0,101940.0,101940.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,19.619383951343927,9.809691975671964,6.0,101.0,73.25,45.46335520687697,2066.916666666667,0,0,0,2,3,0,0,0,0.0,97.66666666666669,53.5,85.0,0,0,0,0,0,0,0,0,0,0,1985,33232,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.48-34.117.65.55-39644-443-6,192.168.1.48,39644,34.117.65.55,443,6,01/11/2023 12:09:39 PM,43378723,6,6,60.0,100.0,32.0,0.0,10.0,15.543487382180356,28.0,0.0,16.666666666666668,13.00256384974389,3.688444217226035,0.2766333162919526,3943520.2727272734,12814010.349011766,42578106.0,0.0,43340046.0,8668009.2,19320995.930232804,43230353.0,0.0,43339553.0,8667910.6,18959780.065239333,42583904.0,64722.0,1,0,0,0,216,192,0.1383166581459763,0.1383166581459763,0.0,32.0,14.76923076923077,14.457719081018311,209.02564102564105,0,0,0,6,12,0,0,0,1.0,16.0,10.0,16.666666666666668,0,0,0,100,4,153,6,60,6,100,501,285,1,32,109690.0,0.0,109690.0,109690.0,42578106.0,0.0,42578106.0,42578106.0,DoS UDP Flood,1
192.168.1.7-54.230.163.60-33582-443-6,192.168.1.7,33582,54.230.163.60,443,6,01/11/2023 12:09:48 PM,3590,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.1030640668524,3590.0,0.0,3590.0,3590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,278.5515320334262,278.5515320334262,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,722,131,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.9-17.57.144.55-56753-5223-6,192.168.1.9,56753,17.57.144.55,5223,6,01/11/2023 12:09:45 PM,8598,2,1,34.0,24.0,34.0,0.0,17.0,24.04163056034261,24.0,24.0,24.0,0.0,6745.754826703885,348.91835310537334,4299.0,6075.461463954816,8595.0,3.0,8598.0,8598.0,0.0,8598.0,8598.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,232.61223540358225,116.30611770179112,0.0,34.0,23.0,16.041612554021285,257.3333333333333,0,0,0,2,3,0,0,0,0.0,30.666666666666668,17.0,24.0,0,0,0,0,0,0,0,0,0,0,2048,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.9-54.161.152.147-63820-443-6,192.168.1.9,63820,54.161.152.147,443,6,01/11/2023 12:09:53 PM,30232939,12,8,927.0,4224.0,577.0,0.0,77.25,177.664200619647,2736.0,0.0,528.0,1014.1649626311151,170.3770844111451,0.6615301277854595,1591207.3157894737,4747663.106549989,15101629.0,1.0,30232939.0,2748449.0,6088843.706343217,15101631.0,2.0,30222313.0,4317473.285714285,7341077.111800778,15101632.0,121.0,0,0,0,0,396,264,0.3969180766712756,0.2646120511141838,0.0,2736.0,245.2857142857143,655.1847176832762,429267.0142857144,0,2,0,6,19,0,0,0,0.0,257.55,77.25,528.0,0,0,0,5151,6,54344,6,463,4,2112,65535,483,3,32,52859.0,74749.67205279232,105715.0,3.0,15063609.5,53767.69253464389,15101629.0,15025590.0,DoS UDP Flood,1
192.168.1.7-18.218.78.141-55598-443-6,192.168.1.7,55598,18.218.78.141,443,6,01/11/2023 12:09:40 PM,55367893,11,7,1373.0,164.0,453.0,0.0,124.81818181818184,205.3863764624218,47.0,0.0,23.428571428571427,22.09718792710317,27.759770450358296,0.325098157518835,3256934.882352941,5502665.05059278,15508008.0,2.0,55367893.0,5536789.300000001,6309085.629241831,15508008.0,20571.0,55347009.0,9224501.5,5584819.293084844,15528736.0,1026408.0,1,0,0,0,352,224,0.1986710962615102,0.1264270612573247,0.0,453.0,104.05263157894736,180.71938765949653,32659.49707602339,0,0,0,8,18,0,0,0,0.0,109.83333333333331,124.8181818181818,23.428571428571427,0,0,0,0,0,0,1,228,1,27,2668,27,3,32,272057.75,516705.6319784506,1046979.0,2.0,12329203.75,3229270.3500812044,15508008.0,8053049.0,DoS UDP Flood,1
192.168.1.252-54.164.253.62-60069-443-6,192.168.1.252,60069,54.164.253.62,443,6,01/11/2023 12:09:39 PM,9449,2,1,35.0,31.0,35.0,0.0,17.5,24.748737341529164,31.0,31.0,31.0,0.0,6984.866123399301,317.49391469996823,4724.5,6678.623548306941,9447.0,2.0,9449.0,9449.0,0.0,9449.0,9449.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,211.6626097999788,105.8313048999894,0.0,35.0,25.25,16.938614661968867,286.91666666666663,0,0,0,2,3,0,0,0,0.0,33.666666666666664,17.5,31.0,0,0,0,0,0,0,0,0,0,0,5684,16,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.81-44.194.254.66-43596-443-6,192.168.1.81,43596,44.194.254.66,443,6,01/11/2023 12:10:21 PM,10454,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.3143294432753,10454.0,0.0,10454.0,10454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,95.65716472163766,95.65716472163766,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,114,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.108-216.220.52.141-57744-8190-6,192.168.1.108,57744,216.220.52.141,8190,6,01/11/2023 12:09:44 PM,117998,3,3,616.0,278.0,348.0,0.0,205.3333333333333,182.2672031204005,278.0,0.0,92.66666666666669,160.50337483471597,7576.399599993219,50.84831946304175,23599.6,26228.71291733546,67509.0,3918.0,117998.0,58999.0,18968.846512110325,72412.0,45586.0,46571.0,23285.5,11923.94165114875,31717.0,14854.0,1,0,0,0,96,96,25.42415973152088,25.42415973152088,0.0,348.0,166.00000000000003,157.6620859094961,24857.33333333333,0,0,0,3,6,0,0,0,1.0,193.66666666666663,205.3333333333333,92.66666666666669,0,0,0,0,0,0,0,0,0,0,2608,1452,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.185-34.117.65.55-38722-443-6,192.168.1.185,38722,34.117.65.55,443,6,01/11/2023 12:09:57 PM,82371,2,2,39.0,39.0,39.0,0.0,19.5,27.577164466275352,39.0,0.0,19.5,27.577164466275352,946.935207779437,48.56077988612497,27457.0,23916.9403561576,43763.0,1.0,82371.0,82371.0,0.0,82371.0,82371.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,64,64,24.280389943062485,24.280389943062485,0.0,39.0,23.4,21.36117974270148,456.3,0,0,0,2,4,0,0,0,1.0,29.25,19.5,19.5,0,0,0,0,0,0,0,0,0,0,501,276,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
192.168.1.48-198.252.206.25-42244-443-6,192.168.1.48,42244,198.252.206.25,443,6,01/11/2023 12:09:39 PM,49078,2,2,39.0,35.0,39.0,0.0,19.5,27.577164466275352,35.0,0.0,17.5,24.748737341529164,1507.8039039895675,81.50291372916583,16359.333333333334,24622.033411831228,44756.0,950.0,49078.0,49078.0,0.0,49078.0,49078.0,950.0,950.0,0.0,950.0,950.0,1,0,0,0,64,64,40.75145686458291,40.75145686458291,0.0,39.0,22.6,20.69541011915444,428.3,0,0,0,2,4,0,0,0,1.0,28.25,19.5,17.5,0,0,0,0,0,0,0,0,0,0,501,65,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS UDP Flood,1
